"HolderAddress","Balance","PendingBalanceUpdate"
"0x0131cff328bdd97e2b34dee1488bd130a71948fb","7.94861239358444","No"
"0x01352067dbbcc8fe44e7a9ff30f2f43b4c82145e","238.567200287586","No"
"0x01975a07d85f8ec242e46241086889f2cfed9390","13669","No"
"0x01b672ae5f8cfdfab78beb40bbc62e80ad452533","161.866422938353","No"
"0x01e6a1de9f235203b0c429fd0f52cba8f56e5cb7","100","No"
"0x01faae0c2d2f5d83cef195a935ce27cedde41265","1","No"
"0x02128a34cb58122ac1cfbb5bec4596d329ae242e","9.631560700191E-06","No"
"0x02175924b9d5adeb1b25a4053c447f38a56b36c0","192.632488070356","No"
"0x021a5e817fd9e1c29b0233888580e36c3e301c7f","13.5133438148888","No"
"0x021d24140933685d8bf828be603cfc3ef58b6be5","159.179709006339","No"
"0x021edd67d43b365a6401a5ee704aa6f264f3f4e4","9732.73995016163","No"
"0x022ddcf8bf940044d273aa5e2d6b60dfbab795f3","50","No"
"0x023286bce3570cbb1c26c64844ceff38ccc48d1a","2500","No"
"0x0240c41ef2e458e8bcad9a7be181dab289f939ed","106666.66667","No"
"0x02500fc3935a62eaa818fcaae1c741a1e7867b86","4971.794816","No"
"0x0257e691367a754e6ecffdea1e2bc55d9aafe20e","20.936739584278","No"
"0x025a94806e9a80ac64f1c6a71281ead2d8ee1f03","2228.735059","No"
"0x026ced63b8cf8a1a87dec953b8f4f6c36be45c47","6833","No"
"0x0285cd7476128c73e0797bb52a8b54710324fb54","1028.647125","No"
"0x028f34bf4b97a038b36783e9f81017f34338bc0e","5000","No"
"0x02910e00ccd26acdacb32a3fc8f95c94baf50f8e","3.35","No"
"0x0293341dbbc43c3e27a11ee0e31f58e61d7eaffe","164.04154325359","No"
"0x029e934edab0eccff05f3dafd89f647dffa8b0de","0.344155158875977","No"
"0x02a6169b67ad09eb67f198e288e794ae235185c5","1.3905510437525E-05","No"
"0x02a81cf731b1ded47e2a08bad10e936b969fa187","2807.31147164726","No"
"0x02ad9087b92f4b98ce32668e3caf18a56f6c525d","4971.786863","No"
"0x02ba5150485c2206a8a6d6fadc68579e2c729867","1200","No"
"0x02cdc6d74564f7f73f1e23d3dd41deeacc3f4f01","1028.30625","No"
"0x02d7bd2cb46d139d830276a1dde94b412d51293a","102094.154605412","No"
"0x02f2831f6cb3dd15cacf167aa55a109531e7faef","81.6128842340849","No"
"0x02fd920a90a2a1e41acad01697c3665aec9d64c3","256.112133733835","No"
"0x030997f5de4e0af755565d50de87d1c808dc3dd2","10","No"
"0x03453f67b4befef57b65fa220ea001dd59eccc4f","0.334759721009025","No"
"0x03458064976004b9ded53d9ef0e17bcf7f013757","4971.794816","No"
"0x0349a7d94300fa6b1421fc179810bbb806783e78","87920","No"
"0x0358764500c707882c9035c4ea3a8d127d39ea75","105","No"
"0x0373914ba719f80264b5dd1f5493883ec2d3bb50","35","No"
"0x03767c48a357f602150bf9abda46798b7bc50f0f","10.951740938948","No"
"0x0381d2b94814d21caef4864665c17f597e5b784f","11596.1747841596","No"
"0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93","342.806625","No"
"0x039b345b2e8707cdc0c654491a9508c81ae9bc06","3085.941375","No"
"0x03a92335e0048940073b8388ed4816d2d0c02da2","100","No"
"0x03b29f06f98e172649464fcd15519d389d382fa3","1.10052908198829","No"
"0x03b371372afb0fa6a1b25f6a0d56a7fbf7aa2449","205.459026038319","No"
"0x03baf0d2d8c5a70f1fc9c11ba634e44b9cb508e5","10002","No"
"0x03bb1d0fb3b561c40e2debfdb13e86ab0dbcee91","1022.625","No"
"0x03cc5d122180eb51213a037cb6e6754353c47cde","1183.90739889592","No"
"0x03dc955bbc63186b359d22735ac80d8302351352","60.3451211063051","No"
"0x03decd01cd3bf0d17bd72c4f93717b16fc7eb5c4","1921.29090642509","No"
"0x03e0effe7982deb3e5877f81c698f29fc54effe3","3","No"
"0x03eaa0e51a8017252367fefa7b1d28bdfde41b30","10.4900585559919","No"
"0x03fafd57aa4297f1d8e19d77864023f92e40f0e8","65545","No"
"0x0403869884098e9be561d70f359410b3c8d7d008","5000","No"
"0x040ad6745f76dcaf701269771d35a6be8db25611","5001.5","No"
"0x040cd715e4163d62128e746bd6205e24bba6b0f1","685.763235","No"
"0x041180687b1e60e1cc1c7fe7bb44581e5c944e47","10","No"
"0x041e76ce1f6d9fda8f7fdd143dfa977533e14280","1324.07110510291","No"
"0x042cb7b2c360fc6551a4a1c2479c94be2fcea741","4666.5","No"
"0x042d9ebf0e126b29824fffeb4fc4ba5393ce1975","40.2863964821075","No"
"0x043b869c7109abc5863e262cc1a6c8c9566e5a4c","1460.2440635702","No"
"0x0460261de80adfdbe0364117e91936566cf9b177","10","No"
"0x04645b2aae6342f87de422b51af67cc54e3bb94f","98.6701820222408","No"
"0x046b04a64c9bd0a358c6b5afaa45cee26f94f1e0","1.21888478799767","No"
"0x04710899a2c71de51988e9ae01d360aaa9ad3806","1028.6448525","No"
"0x04a6f3b42a9d332c3d2942190d910b82ca9bae11","116.911630993133","No"
"0x04c03abcc5671fe11e86c0744c3475bc073b500a","132","No"
"0x04c1f2cf48c98bf8ffb4bef94252d0992cf08361","342.8816175","No"
"0x04e0917725175ae1062c0b2dd08eacd474f050e1","3492.49950940393","No"
"0x04e151e8990d300da625340592fdff30c3332081","2228.735118","No"
"0x04e96cdcfbcce8c972c5f976117784933e0cc6af","2.84998845680145","No"
"0x051f1d49158ac626ecb204fa4f99434ef78044d9","8754.40265345553","No"
"0x05314ccf12031b575a862ae1b3e0e200ba16e24b","57.6206806986769","No"
"0x0535a76fb8a8a7bfb4290414ffaa478180899739","1028.647125","No"
"0x0545383552886ac1e44976820ad06ab96c2b3ab9","42.3768341030995","No"
"0x056298db68eded01e4aaecdc768f0ecf484736a3","340.875","No"
"0x057a484ae712f7a753b461d9f172d5d2dd69bf69","38.801349730678","No"
"0x058b78dd16cfd9f3c83be1860aef13ab11821302","81.2535002956579","No"
"0x059236f121b5721cfbf3c56e9c49c3a0a7b45acf","685.763235","No"
"0x05aa3d61977a1501f59480a07821f6b168282091","1028.30625","No"
"0x05b7ad8ed7a8c061a6756b687de60f173febc68a","14.853997971337","No"
"0x05d1d556f53c529f2078ab4768daa850dc7830b2","4971.7755","No"
"0x05feec927dafa6860318efb6bfe71670a681f6c6","192.608853323165","No"
"0x060e4c26b017a01453f9c6e1ce147f3b8bb9b85a","1488.93629218853","No"
"0x0611a08ac1bfa4ec06c489fdb569334d3519e886","12983","No"
"0x062f2e90639b3d1c589cb814deef06d698556aef","500","No"
"0x064116778e0a057cac1a6bd7275c6b7a53414e0b","713.97964245222","No"
"0x064d2fa793858e45bd532f02ef385962e7134ee7","2717.72180347729","No"
"0x06570ac7e7622e27fd256ccf36d79ccab06656de","332.5812280063","No"
"0x066c1b9aa1c873985eb42e045199c7c56f9d2336","51.025885225195","No"
"0x0674e0946cbdb23ae6cb1d664e9fd1370f812833","8.32375468393128","No"
"0x06750b7afa75c05f70c6abbedb6f1893901c5e7b","605.287197523328","No"
"0x067efe5c77087b6a04ee6cc06e2d69678393ae12","32","No"
"0x0691608bd1125a53668b4cab11cb59411a124a4d","163.503745823922","No"
"0x0695b53aab5b5b72cd62ebec0a92c6a7859aadb7","3285.94869158754","No"
"0x06a3bf65f12238fef222115cc750c55e5163f9b1","8.30625","No"
"0x06a6ecf211858bd0798f803ae221604af27c886b","30.9644858682052","No"
"0x06aa9d05a83d69187669f72d0b8d8c27fb89b193","52.7868331021871","No"
"0x06ab769beffb20c65b0257d52c4b9a21b0036d96","52734.3460804109","No"
"0x06afce40cc8aa1fa3d3ea767691f1133d13066a2","0.512210787083422","No"
"0x06b0d63ea962200d78fd25eeaf66f1db4e403239","60000","No"
"0x06be06b9c2f0c92771ea64273d971272f1360916","204.82260857074","No"
"0x06c0b658b81d8573a67a0b364162d255af77481c","5966.153325","No"
"0x06cdcf2e5ddc7abb96c553d30eac76ebc284608b","10.4234745346019","No"
"0x06e007c72b7c327543febff435e5e64fa24e17a0","29.5059440475935","No"
"0x070120d45c5e208eb6368c1d9cafff601f842832","25","No"
"0x07240f60d207e818022d1eb1b16b71a57ccafa32","225.429514867524","No"
"0x0726186e92a3b8298981560f8a6f375cec64c4d4","1670.18481531482","No"
"0x07349708c1946e13f82afb819fb4b2e1c256fc6f","216686.080492055","No"
"0x073d4ae4f56ab969cb14340204e8ca25d767992f","2.60847160005102","No"
"0x0746c0a49aa74482509ebf741f009daa299b7371","2","No"
"0x074c7530e607e1ce34a415c3492332b7b45f28b9","374.821576072503","No"
"0x075e8e167e18aec2876feb819ea0ec09068f71bb","7500","No"
"0x0771748ddb9603e7a2b0b4966f5fcc16308886b7","6833","No"
"0x077e08386493eac5b25b164ccc41d6f0b950e303","862.996968990815","No"
"0x079bf8b5ec39f492b29b6d6aa5974bbf768c3dbb","133333.33333","No"
"0x07a447be39ac626a439e95cce690a8b76c0f0167","51.297","No"
"0x07b08f565be86de9e6931bb41767b087a9c09cce","350","No"
"0x07bebeedc64f2adf86ab358e492a04ab10af6bf0","7.93696269997145","No"
"0x07bf11093c24209ffcafb94e7cbca5cfb81549cf","1028.6448525","No"
"0x07bfb3be09a9afaf2907027241ba973a51723a24","637.294996951987","No"
"0x07e13738688080a64df7965ea170c75331aba468","23.26438144377","No"
"0x07eb15be46778c7f258542d5bc8fbef74e36a511","9421.77355582311","No"
"0x07fa2fc89f5fa81873533cdbff3b0f498920db9c","5153.6448525","No"
"0x08021e5f2364df3be80c3d8250879a4c44083d24","501.358180707257","No"
"0x080a3d599c6656632e042f20e9f75b8880849191","342.8816175","No"
"0x080b7d8e4683b2c9f0e2c3f284b6833b383fce1f","103.341430616614","No"
"0x081156109b8f90355bb994add15dd37e59daeddf","2500","No"
"0x0825602e9d177b51af7d79acbdc68a746bc41ce4","3001.6364088002","No"
"0x082d4ec311d99ae204cf3d193a2023dbc542c1a6","1954.41318183948","No"
"0x082f6dfdafca0be0ca181764cbfaa018d5c2e1f1","13013","No"
"0x08353782f4294cefff3392273eaf1a873d196ef9","50","No"
"0x083eb964a74ee55185bdb5a35ab31365ec4e5907","77.5870462604741","No"
"0x0855ddcb980f7a73d4118bc46657328dbd0e6085","1023.4310247307","No"
"0x0869a446d71832072cc73091c2a350177a422fce","19488","No"
"0x08821d6399f4f0bacde2330bdc2c63c2aefbe4b8","17898.459975","No"
"0x0883786a83e15b3ccefdeab9facce8187cce1d97","148.866681395975","No"
"0x088772d721e7fa8508b58e77fd901452c1761a22","1.508054441E-09","No"
"0x0896642c5420e3bf1b77e1ac2231486eef026dd3","6686.205177","No"
"0x08a8a35e62470228be7666a48c4bbc8a24a900f3","340.875","No"
"0x08b174ce37daa1883981f0550e4bbf4a4e3ad9a6","342.8816175","No"
"0x08b2b7f4126b71163189f2ac2545b1c0dcce581b","500","No"
"0x08bce04f477290a3906247c00a9d92e52eba6066","20","No"
"0x08be05a536ddb7c094f04d9b624fe2a163b43e93","706.519581373918","No"
"0x08cdcb02afea7fb4bbd9a33bd85b4a151362cec1","342.8816175","No"
"0x08da49d413c9d7f5975e8d4817a2c41cc11ba91d","94037.5355265","No"
"0x08e5ccd902b539c5e4f0d9108b03407b03b37300","26666","No"
"0x08ef0c4ec2629960fa374947f5ec08c328ea0ddb","342.8816175","No"
"0x0912ca9d5a09a49ddcaa48ccf613df162775d874","10000","No"
"0x0925d5d9e238a2aca1a3d898e7f6b096e9a3bbf9","7560","No"
"0x0928bd64f3c896660c0f32e990bc203caf360a0a","0.627238639588161","No"
"0x09309e3f3f8566957c221b156989690eed5da9e2","16.7","No"
"0x09383c52aa6a3725974dd75311d286a67a661f1e","2489.17416012276","No"
"0x09672bef9159a37f1a9ca42a948bee9055addd7e","13.4240577206891","No"
"0x096bcf96c84d65ba390e2ef75d63a8e6493f0c40","15.0132971673239","No"
"0x0970c8f4b6c4171386474a133943ab98a60a8742","19.292674829119","No"
"0x097599c3b70b1ee6e56e855ce60331acdc3b1712","428.560216184399","No"
"0x098a6ef6002cd3a264b925b35684aa59df5fd8bd","3085.941375","No"
"0x099a2306c49eef0cdadba1558db16718ba6f0b24","1028.64714018465","No"
"0x09bbe276cb070fa454f87a934446fffd8674b07f","2000","No"
"0x09cbbc570c83e8e7e8323d48a7bd844ff6a9d748","1.15847801521604","No"
"0x09e07add8bffb4f8f130f5c5b76aba96648f9f43","0.000816","No"
"0x09f13ebaf51c4d73bdce58559b5e8f1092b140f7","1022.625","No"
"0x0a0f2036f90fb80565176fcb3f472bec92de9fcd","10","No"
"0x0a1ec0bcba372a466aa83447a84653ecc6cf4a8a","1516.36225379606","No"
"0x0a3b67b88adf575654e071cf9c3e8065fc365967","1028.6448525","No"
"0x0a678c276fc3f1b86995b16233de6adc31a38403","90.1933575288109","No"
"0x0a9156c1b88494ac6f40045a62efc232ee747db5","720.032012425781","No"
"0x0a933e6c8e8e32c939e78dc1e75c0a793b029d08","799.763235","No"
"0x0aa1bbe8ff9653c4b3a8751c172ce670853bce96","342.8816175","No"
"0x0aa4ae9517b482d06caa34fae77370f70bf9b649","0.973650861417954","No"
"0x0aa687ebe41de56e0da0951a7b05147601c66e36","369.951565126258","No"
"0x0aaaa364f0250e2158ec170ae56354f876533ce4","139.917021061549","No"
"0x0abcfcebc6969c1ade5b5e4ad15e9ffb2f493dbc","167.678567480479","No"
"0x0ac22f4a7ab99a2d91ec07be204d89978d67ec74","17660","No"
"0x0acee45109de95c45f376acdbbdc87f7b914fa79","120.955728727489","No"
"0x0ad62f7edc679638066a37c8c56ed8bdb27ea84c","0.165917479493206","No"
"0x0aed1878803e2f86b6ddb83f5523f0a793e973fc","4851.35796789755","No"
"0x0af210b4e603ebd3c13244b4ae5357494f74ef43","33362","No"
"0x0af2b2713309d3efc1728c28f69c1142d5929aa7","340.91","No"
"0x0afab965de9997204c667076e5319d870513872d","3.57294601612938","No"
"0x0b00a7821ea287b11a1eb920dd8461a7c7cf93f7","8000","No"
"0x0b1c46b3a9445ddffb82396471229b9d94e4213b","133333.33333","No"
"0x0b1d39b96a62c5f7f8c9cc9d470eca3d4c3f324d","7560","No"
"0x0b1f6044933b913a34bdaea15711b0ddeaf4a121","682.625","No"
"0x0b3029765d1075b20bf30ec1a5206e0b9dc2c27e","30.5129755962226","No"
"0x0b3dfd1508fd51a46c6e67aeeb3f0c1023918a59","450.152486661155","No"
"0x0b3e8ab8724d67b1ce1993710d84b280d86dc459","373.805468898103","No"
"0x0b40b6b48ea183002079688edaccd03e809bb887","2111.74065546064","No"
"0x0b46d00b4ba369ac1aa88668feb6b6b17fa8dfca","6338.29087572834","No"
"0x0b587cf4046f9f4ac4732b2bf75a14049a267d05","1026.03375","No"
"0x0b6882849a857d29dac6c62e56cb901a12e02bc8","913.794818251546","No"
"0x0b6f78a67b23188d9452434cfa7b735984bdd424","78.0901452643136","No"
"0x0b840f9b5b27748683b3557375de02bfa1ea1745","153.088546588702","No"
"0x0b89850ed2210df3613d310b356f82651794d21c","129.909563522859","No"
"0x0b9e31230758b114b6b1ba4f01f2d15e91fd0df3","47.3293902949043","No"
"0x0ba81ebec4f08d06376cbcdf5148feb6b128b06e","20","No"
"0x0bcc2741e741d27afd99c77681edf1146d155feb","0.000500936292945639","No"
"0x0bcc303a9170a830f28a57af7c2757c1fd1714ae","51.237267847616","No"
"0x0bcd59f8deb55e80dcc988c427212fefe6ae0a1b","25.5302414337942","No"
"0x0bd37fc4a556f3cd6622e92e73fdc885ad3fb9ce","2208.48241697505","No"
"0x0be7ab8f05f5775367dda1fbd1787b120f2b1245","342.8816175","No"
"0x0bed56f53836d4d22b032e81a7040a113c023718","97.5906295807587","No"
"0x0c1249058b88b78ddb21f3a3f7071cbeac14a06b","2045.25","No"
"0x0c12f8e7b01c1176638c89337d74858983467db6","47.8519464311319","No"
"0x0c14f73ab5f2927e6b593c347ffe046bbf7c507c","0.320192091251741","No"
"0x0c1d03f51aab4b2e4a13eb02852c215c17d57a15","14.1318252436585","No"
"0x0c203eb2a913a0b1c7ef4a3ed750c44735ddf56b","100.254872320133","No"
"0x0c47028d8478ae4c18fea0a30d5a229f8e5edd52","495.45","No"
"0x0c689b27078575c6be65f01ce16ef43c1b94d115","10","No"
"0x0c706e89e383ca020cd5b1d1ffc4cd17a810a2d5","150022.394510858","No"
"0x0c79360f9c9823bd2a9dd9adf1d08b15e58fa12a","6686.205177","No"
"0x0cb3380b60d855954ff5a481e0ecc168869603b1","610.24462313543","No"
"0x0cdec255e96ee99af86c1b1fb765dd50032629d2","2502","No"
"0x0ce0a3ee39248ab0b0d1cd7aa5867dfff2bd46ff","484.614372627981","No"
"0x0ce340b242344803622d6f2b78abfea76be410bb","79.8362525418859","No"
"0x0cf5044e19d6686fec697c79d4a32af4c7674df3","0.0372111822550322","No"
"0x0cfcbcdede6b895b62bf4ff9fa1cb2885c833c8a","2500","No"
"0x0d02880e60ffcfad5c48cd824ad4b190c34a21d9","297.802235200787","No"
"0x0d0a02dd37cbc65201c4cee7f98744d28e3cb20f","342.8816175","No"
"0x0d290d37c724e91f5259f3fd6e4d9a5c6b6e70e8","100","No"
"0x0d38d36c048f141466d60247536c0c713d8ad57d","20.6739391929089","No"
"0x0d410024371c720f86bc595d398c3443a6053a52","42.2916596549676","No"
"0x0d46139ec3c69f2f26d418029fa1a4d01b206037","1","No"
"0x0d46bda2bb9165507c03d98cf0b809f10a831607","5000","No"
"0x0d5901ecad0bc8786a9b6fa53a19ce465ccba199","30.7860541997063","No"
"0x0d6e85be849f50b66f64b3a951403108a7595230","181.296534082844","No"
"0x0d72724bf16877bd814b8ec52b2b65a4a385d7fe","37.1156417783975","No"
"0x0d74cdc56b852ce51b6309a7a28977a590a5f4e8","55.2336805695743","No"
"0x0d8adcaeb0d4cd8dcd4b4b1ea7272991367ba379","10.5205826618804","No"
"0x0d9258f331d3c94e620c164fe77f90e54916c96c","9199470","No"
"0x0d97b6ddcb5bae41a89c1705f08930c9d629180f","13809.5317019034","No"
"0x0d9fa3a37c9f7549d31ced4f96305e02d0c0172d","500","No"
"0x0da2a6db94462d5eca79f7b266e57039b316baf8","1063.12271197207","No"
"0x0dbe994ad1e8b24320d561c58a2406dc1caac8c7","13669","No"
"0x0dccc181ef1a80c0dfe65802e6a7e1b8dd6c3682","171.860693372813","No"
"0x0ddd22ff40e4f8b7f45d94d8d192b302aa2fbdc2","14.7183309521431","No"
"0x0df7c0bd59cbcd5f78f985b1be6206091d0bfe44","50","No"
"0x0dfc6419abe74e6d165f5d7d75888267ba14ac3f","3.50548856381746","No"
"0x0e10ce0282556c33dc53a3cb7377ab52d2e8407f","900","No"
"0x0e1269a88dc323916ed5a90a92f55e15c2144a75","120000","No"
"0x0e18aac587f5e1901da0639fc1b46524721a2074","686.6448525","No"
"0x0e2539418f9962b57fd73d91c03c92f1e73b508b","107.121953152753","No"
"0x0e277701508fe75e6e9c4b1e62cf4aa31cdf1815","4971.794816","No"
"0x0e33d137b6536b45e8532e42fdc879db05fa136d","4070.91818790828","No"
"0x0e3c7363decabfe24637caad9e6432c6ab750648","0.54598511502592","No"
"0x0e41b2055530428cbfdb540a2c15cac212787c40","154.998572738837","No"
"0x0e5709a6ed40e34d835b36499cb1769c9d3368e8","10.6141898668552","No"
"0x0e617074d18517611f03716c467e06df2c1cbfff","685.61325","No"
"0x0e6effd673a505e97c3bdf5977f01332ff8db09b","564.031895887246","No"
"0x0e79bf8a617e529c37ca0029ff003afb5c36a31e","1028.98098745292","No"
"0x0e8f3976e46885ed1ac508c4a29dd4d7c6309722","69.1375489986304","No"
"0x0e9bb2395d8eea6891167cc6c836bd5280877e35","100.458380766254","No"
"0x0ea0ccf75e9ab5c988d08c6923fbec5332e5eb88","1053.95956980952","No"
"0x0ea55f10fd712d1651949b30ad2178d07e8d24e6","1028.647125","No"
"0x0ea6ba3f5db43451e2de9a1c29a99ef34aba368f","1748.07358041167","No"
"0x0eb70ceeaad3cea74185bcdb7513262726e4c597","361","No"
"0x0eb7baa5accf5b5327ee9334031d675c417c97ba","415.162875621894","No"
"0x0ebc8da063f86881a0aa1b7b592628daa1cf7f56","1140.6011391647","No"
"0x0edae849c38289e056e7d8f706f6440247ce3b19","80.2078713990364","No"
"0x0ee0cfd364bbb3fe250aaa28da090ad9fea4078f","1000","No"
"0x0f14d1b9fecc960ecf377f5177fad4d9543a65a9","196.346694354039","No"
"0x0f3bce5a3d77657fd7e6b42191da60834bb0797d","4971.794816","No"
"0x0f597e895755693170117d2adc4624cf7ff71e4f","1053.71995380738","No"
"0x0f5c87cdf6ac116aefadbb04b8c682e009f60b98","298.311262265051","No"
"0x0f60ee064ea39bcaa9c12f725262c4368d7ac2b5","1405.52507759449","No"
"0x0f6dada0db6430d58c16207a9ba33015cc72635a","342.8816175","No"
"0x0f75cb3b2ba354051a0380372b001a40e56246de","271.609142819715","No"
"0x0f8d4e806332823afacf5ce836b3c9866a264e18","1028.6448525","No"
"0x0f96593ff0bac16b7e5221d443a0017c1093e370","342.8816175","No"
"0x0fb774e047abdefc16b76430e0b4f7c830c72a6b","2045.25","No"
"0x0fc96be07b23193b2d2bc95eea8133abec71dcb6","15000","No"
"0x0ffd44d925ab0a848df1acd65af23ba60903395a","11.2263355143597","No"
"0x10003479e47375ca4bc89af2bdbd0ab98a649020","342.313443129917","No"
"0x100f88146a56a7a423fef60468684045145f3190","60000","No"
"0x101acc874aa1f9ce8afb1abb34e0097dd9128644","2283.9674375597","No"
"0x101c234365b36d8b2975a21dd57747e6bfd8ede6","800.44686816175","No"
"0x1033836a07ff68f4b221e2478d311f605aacbb1e","322.510337848849","No"
"0x1047344d5b5b28caef6443848144c9a1e42bb514","0.00783459891212538","No"
"0x10474f39edc8a9bcecef6bbd14dd72017411ef00","10000.3000756094","No"
"0x105c9603bc00630ee8a93135016c0c05607c6b7d","266.052813995328","No"
"0x106c0c39b338f5b62653ee4f053b05fad34d2eab","17300","No"
"0x10808e38e0cf5e16f1bb31e5e37c3a4f508a4f3d","797.650085376953","No"
"0x10a6de0674695f1957a9a1cfa4b46061dc726283","200","No"
"0x10afeffe22665789e8f8de2e983d84fd9b9fd635","1000","No"
"0x10ecb6312f28280cf42926e4a052fbbae34cf37d","2110.82474105154","No"
"0x10f043fd81bb740253f64394a4781e48ae9e2006","4.9814E-13","No"
"0x10f9095723e71215f27d6b16d1399ebc6466dcb9","46806","No"
"0x10fe7b36e45139a025661e3aa7618f19943dd572","425.102907292166","No"
"0x110b80df62583c91f4f00047a51b512cf848e953","2.00956349095412","No"
"0x1120718b11ce0ffe27ed21848aefe1350101a9cb","685.763235","No"
"0x112344b8882619f5c8cfa9901d0b88e9eb11a25a","135603.296576648","No"
"0x114ecb5954824f44180a13b19fd9ed992ae46faa","1046.5629138192","No"
"0x115743cf2c8fb1bc0d913faf33f17b5628a1cd2a","104.838816102321","No"
"0x1162a2e340c3b6b845e2993ee6807ac67ff4230c","9678.647125","No"
"0x116cdd668fe4891fd7a4c6d0578ff2549b517784","3167.79705302048","No"
"0x1182d712aa79b138dcd4ef186f2fd95ab968a43a","685.61325","No"
"0x11905bbf8118f68846e4428e12abedbb73f9ef89","3.35","No"
"0x1191e649d603d583e3ccea0537d58b31f2ba2309","10000","No"
"0x11bacd38a161b17399be33072339d2ab4acc22c0","0.00682749597758029","No"
"0x11bff4151923fcd5773b1904d5624447da04ca0f","6.91296003544979","No"
"0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb","3383.25400197942","No"
"0x11ff358685745fcd56b692b826702bb98a8153f6","342.710660911897","No"
"0x120d6c37c2557b8ecf135bb1d4ac6a67dcbbb3b3","259.280090404774","No"
"0x120ed7e2823647b4f4259f3920da6edc1428e97a","1022.625","No"
"0x122f9bcd6460b89f5105693bc5539f976266960a","58.9541391417504","No"
"0x123f1884d2fa10c6a955ae60f1c5e1ae826d5063","340.875","No"
"0x1263a4b63e8d2890cf60f12d652356b92e044ada","96.0033548826724","No"
"0x1278b172ecab0467bcce0e59635b682bd4c6ed8c","183.932634473795","No"
"0x12841cd88f61232409b8ce994d37c9724ba17336","1313.52657939684","No"
"0x128562ce1d3e357313b1b5960d4602502bf0366b","2918.23584587312","No"
"0x128f982bf580809204eb6c0b2dfda65acd39b25d","1022.625","No"
"0x128fee6d8f07f75ff28f1c5af7932532ced02f80","1000","No"
"0x12b3ad9445bd292b9b555d251b145661965df914","565.690597020872","No"
"0x12bab84240b77402b7789b0a6a38cdd031860d35","10","No"
"0x12c313fb74cecbc4a14105108a8c8d8b26062d98","0.450429891960215","No"
"0x12c477fbfff136793c7a55b7d06d5e6d0a9f7314","2227.05","No"
"0x12d7a2b233cbe3a799a268b9dca1d5bd050d67b4","136.276334328972","No"
"0x12e14a958c8188c6080bb9f272c0660c2171b8b5","4971.794816","No"
"0x12e307075f20baf6b67f73c9017251818f7e5d81","21229","No"
"0x13064e9b86dbe3e8ba536714321ef18b348ea944","83.2777658098559","No"
"0x13099532a46adb1f7e1342d103ac84c3402f10b5","24.85897408","No"
"0x131ccc3763b19930f2931b6a45d1f7d1c03a215e","986.883225116603","No"
"0x1321b0bd97663bad18476c2b93ddc9a1889e3e6d","2.12250158302318","No"
"0x1326eb599d470f92c661c8d9172e8b1b3e944c7c","2722.43388179108","No"
"0x133785a732a219f7227109ef6db44c08c2c2577d","1135.50302045809","No"
"0x1359669ddc1b3e23275c4542ce82680527c02f71","80000","No"
"0x135c613af1d90e8ed2a6fe4a3c5cb8aa2b82aae5","5966.153325","No"
"0x136f7f73a30cb19aafc4d32813f76828f4c829b2","35082.0239385226","No"
"0x137bed626e70be08a5631e50e2a4e8db740fdd6b","4971.794816","No"
"0x1391b6e8355d88d7aed5f131af286224a1945ff6","300.045259385602","No"
